name,study_hours,sleep_hours,attendance_pct,score,passed
Student_1,8.741722139252525,8.878338511058235,61.25716742746937,45.39536749521345,False
Student_2,19.11285751537849,8.100531293444458,85.45641645055122,83.47244708033477,True
Student_3,15.175890952605291,8.757995766256757,72.57423924305307,66.79586423020824,True
Student_4,12.775852715546659,8.579309401710596,80.34282764658812,58.23337265940424,True
Student_5,4.808335527963857,7.39159991524434,96.30265895704372,56.25601647530223,True
Student_6,4.807901366051648,8.687496940092467,69.971689165955,43.768094244945,False
Student_7,3.0455050190275905,5.353970008207678,76.41531692142519,42.13504905135429,False
Student_8,17.591170623948834,5.783931449676581,90.22204554172194,75.51980750258717,True
Student_9,12.82007021137776,5.180909155642152,69.15192661966489,66.72491773099085,True
Student_10,14.745306400328818,6.301321323053058,63.07919639315172,55.085689244121326,True
Student_11,2.370520897324444,6.5547091587579285,71.59005811655072,37.49661095893275,False
Student_12,19.4583773389159,6.085396127095583,66.44885149016018,86.17776207240371,True
Student_13,16.98396753440759,8.314950036607717,97.18790609370292,76.38239964784671,True
Student_14,5.822103992208971,6.427013306774358,92.32481518257669,48.65369740553925,False
Student_15,5.272849409727812,6.123738038749523,85.33615026041694,47.81484045392451,False
Student_16,5.301281177361808,7.170784332632994,94.85842360750871,48.67919411582701,False
Student_17,7.476360373271679,5.563696899899051,92.14688307596458,47.796337008234374,False
Student_18,11.44561576938028,8.208787923016159,67.46280235544144,55.941975239657424,True
Student_19,9.775010335558083,5.298202574719083,95.70235993959912,57.40695124610433,True
Student_20,7.242124523564755,8.94754774640207,81.57368967662603,53.10274933273821,True
Student_21,13.01335210500283,8.088979077186629,92.2976062065625,64.85530157396306,True
Student_22,4.510889491736753,5.79486272613669,95.84365199693973,57.364356553205475,True
Student_23,7.258603673633926,5.02208846849441,72.72013899887456,43.318298321953456,False
Student_24,8.594513179286452,8.261845713819337,64.40207698110707,45.63680615963058,False
Student_25,10.209259715906647,7.8274293753904685,69.11740650167766,57.23769797728603,True
Student_26,16.133167305074245,7.916028672163949,77.08431154505026,65.01232129853594,True
Student_27,5.594128078850475,8.085081386743783,92.72059063689971,52.21085612490672,True
Student_28,11.256219891445008,5.296178606936362,94.42922333025373,72.44795283212616,True
Student_29,12.663462239516765,6.433862914177091,60.27808522124763,47.73247351448482,False
Student_30,2.8361074289599593,5.463476238100519,80.42989210310263,40.185394706302475,False
Student_31,12.93580733422589,8.452413703502375,76.69644012595116,64.31750835718731,True
Student_32,5.069434226371247,7.493192507310232,68.88431241882921,44.136424892346355,False
Student_33,3.1709286737350313,6.323592099410597,64.79461469334731,27.660414007286093,False
Student_34,19.079939670559998,5.254233401144095,73.50460685614512,70.49940885343665,True
Student_35,19.38137659534207,6.243929286862649,97.71638815650077,90.14970457903996,True
Student_36,16.551152266096302,6.300733288106988,72.92811728083021,72.03405094373876,True
Student_37,7.483047845120672,7.918424713352256,80.75162486973464,52.260733812424924,True
Student_38,3.7580980521149097,7.550229885420853,88.12075835580711,46.375789520095,False
Student_39,14.316194477218824,8.548850970305306,74.54518409517176,62.208436223223316,True
Student_40,9.922744887312824,6.888859700647798,98.87128330883843,65.51664402762246,True
Student_41,4.196688227206019,5.478376983753207,98.49789179768445,51.356239653582236,True
Student_42,10.913184382002864,7.85297914889198,70.07129183301457,51.73972059808115,True
Student_43,2.618993380073931,8.04314019446759,79.88994023569542,47.83233210018678,False
Student_44,18.36776723741808,7.245108790277985,72.03513239267079,77.10263565517245,True
Student_45,6.6580396688003045,8.083868719818245,71.3936197750987,39.246029596027,False
Student_46,13.925401118371676,6.975182385457563,61.47547789418131,62.686461996770866,True
Student_47,7.610799369609397,7.090931317527977,84.38257335919587,47.906619416565235,False
Student_48,11.361224381200595,6.710164073434198,80.10716092915446,64.38134834337554,True
Student_49,11.840785028179035,5.10167650697638,62.05915004999957,60.21860048548444,True
Student_50,5.327380199459487,5.431565707973218,71.14585856946445,37.67338233467595,False
